2010 2010-05-07 2,886,453,942 85,181,998 $47,155,244,082
2017 2017-06-26 873,289,991 28,299,007 $19,553,195,357
2005 2005-07-31 1,821,070,529 15,023,548 $41,399,648,396
2005 2005-09-01 5,980,930,320 54,334,110 $1,864,639,437
2002 2002-09-12 1,996,305,825 27,921,178 $74,487,104,837
2005 2005-10-30 5,501,993,857 78,367,237 $75,965,187,522
2020 2020-06-15 3,714,402,777 29,909,237 $19,756,909,460
2019 2019-02-04 5,628,108,889 25,951,758 $80,856,145,983
2017 2017-03-10 8,436,258,859 33,761,517 $66,036,055,802
2003 2003-12-02 2,123,534,900 86,477,818 $88,456,831,283
2006 2006-07-17 9,406,548,801 95,282,268 $73,562,604,102
2017 2017-09-28 651,206,077 58,594,749 $94,985,544,234
2019 2019-02-18 6,132,857,147 57,751,400 $79,220,387,032
2016 2016-07-24 633,967,471 5,971,389 $63,154,501,635
2005 2005-08-07 2,647,388,902 71,738,540 $72,250,452,826
2016 2016-05-22 5,607,970,720 41,386,149 $73,478,745,268
2019 2019-07-18 5,424,988,548 3,283,829 $35,158,745,665
2022 2022-12-09 1,579,807,815 88,325,006 $56,395,748,236
2018 2018-06-23 7,919,550,078 70,599,111 $78,585,262,547
2016 2016-10-27 5,267,884,287 49,738,439 $17,396,372,370
2016 2016-07-16 8,626,688,373 65,443,154 $36,428,901,963
2003 2003-06-20 9,379,611,743 75,337,005 $5,476,711,468
2022 2022-09-08 4,995,356,056 30,714,190 $85,041,048,197
2007 2007-04-07 1,025,191,934 57,303,613 $98,654,675,754
2012 2012-10-08 4,072,852,888 75,008,163 $34,414,255,566
2018 2018-05-01 3,680,160,886 49,398,359 $80,489,684,792
2022 2022-05-21 5,190,043,812 2,733,421 $63,260,617,878
2016 2016-07-03 6,346,006,557 17,363,410 $17,277,828,640
2015 2015-06-30 9,574,046,232 98,199,302 $84,487,018,621
2005 2005-06-21 7,148,913,353 39,869,681 $41,058,465,810
2002 2002-09-23 754,462,995 82,075,224 $89,841,285,050
2001 2001-06-14 7,479,941,242 70,227,219 $18,219,059,317
2006 2006-12-16 1,005,841,200 76,891,057 $18,842,646,993
2011 2011-04-15 8,027,924,993 95,510,633 $28,802,244,595
2011 2011-03-02 8,615,689,643 76,595,982 $31,836,234,949
2017 2017-10-26 9,201,281,489 39,168,782 $66,472,294,916
2007 2007-07-07 6,423,443,870 30,392,031 $57,831,488,097
2012 2012-06-13 3,707,251,319 93,823,193 $8,591,281,690
2014 2014-06-18 9,354,190,504 88,600,646 $88,889,720,188
2005 2005-09-17 5,016,506,470 79,831,345 $93,049,248,864
2016 2016-09-15 4,903,078,259 12,324,395 $48,068,048,737
2005 2005-11-28 9,505,584,306 76,871,563 $60,053,913,573
2023 2023-02-13 7,869,985,117 25,803,207 $15,915,108,781
2020 2020-01-30 3,427,009,704 95,930,904 $10,677,012,091
2019 2019-05-23 941,706,871 44,800,849 $2,836,005,186
2014 2014-11-12 1,940,784,263 17,381,923 $98,268,812,029
2022 2022-09-19 960,162,976 19,051,539 $82,325,858,132
2002 2002-02-15 5,732,642,238 11,331,584 $50,964,220,573
2001 2001-10-10 9,591,145,012 85,787,582 $61,620,587,673
2014 2014-04-26 4,583,626,870 29,084,639 $3,934,710,027
2003 2003-11-11 971,532,259 85,570,364 $35,062,727,338
2006 2006-11-10 4,839,192,749 39,401,891 $39,365,899,634
2022 2022-06-12 4,622,455,807 55,492,413 $54,327,101,569
2018 2018-02-04 3,711,120,170 27,538,866 $79,691,044,065
2016 2016-02-19 3,913,278,783 98,529,161 $80,431,585,917
2015 2015-06-14 7,975,840,570 1,357,050 $84,587,090,354
2021 2021-11-08 2,240,070,482 71,240,593 $87,954,613,421
2011 2011-07-14 8,334,711,274 71,759,802 $38,854,398,497
2019 2019-09-14 4,513,421,578 9,800,214 $69,602,292,408
2012 2012-05-29 8,526,601,812 54,935,058 $68,395,237,949
2021 2021-05-01 7,121,673,898 81,320,574 $92,027,293,218
2011 2011-04-24 2,307,762,284 25,432,503 $78,930,777,408
2007 2007-11-11 9,159,702,361 41,629,072 $92,553,885,059
2018 2018-12-24 4,981,863,991 28,655,032 $4,562,131,820
2014 2014-12-03 5,944,539,032 4,767,414 $62,137,418,847
2014 2014-07-20 6,874,859,059 74,150,772 $64,394,271,633
2007 2007-11-19 8,380,879,428 87,419,557 $45,666,940,040
2004 2004-07-14 5,416,240,066 86,732,752 $60,311,180,638
2011 2011-11-16 7,806,562,302 34,939,298 $33,814,605,962
2017 2017-05-01 9,997,996,044 12,666,985 $12,089,792,507
2023 2023-02-09 3,418,428,468 88,122,236 $77,912,445,757
2002 2002-06-21 4,509,077,790 63,096,934 $30,818,356,862
2008 2008-11-21 4,297,285,051 81,335,169 $21,889,551,232
2015 2015-01-20 5,242,385,414 81,231,168 $86,885,660,984
2021 2021-08-10 724,278,047 43,169,044 $98,192,659,879
2017 2017-03-16 459,469,745 61,300,289 $48,166,308,542
2016 2016-11-13 1,580,329,595 44,395,435 $70,331,529,076
2011 2011-12-22 4,504,298,662 39,030,927 $62,255,832,292
2010 2010-05-06 5,279,592,889 69,840,850 $41,488,909,797
2009 2009-10-08 5,495,842,196 39,718,185 $35,863,621,943
2022 2022-07-06 2,809,118,803 25,137,377 $7,178,533,452
2001 2001-07-26 9,986,444,580 5,615,689 $21,881,662,020
2004 2004-02-13 6,806,805,649 30,638,878 $3,641,810,834
2002 2002-02-09 2,663,206,410 76,059,351 $60,481,120,026
2001 2001-08-21 5,101,157,670 62,859,340 $80,765,563,594
2018 2018-09-23 9,494,834,200 45,035,072 $85,539,854,766
2005 2005-08-16 7,033,063,477 83,938,206 $93,759,537,784
2011 2011-04-27 2,086,700,667 45,034,027 $69,133,640,240
2020 2020-04-15 9,983,473,460 96,002,531 $77,013,303,698
2017 2017-04-25 9,908,951,025 76,989,393 $21,452,761,794
2019 2019-10-09 5,172,689,714 92,688,571 $94,893,090,096
2006 2006-08-06 9,095,752,857 25,957,248 $76,136,290,039
2008 2008-08-07 9,142,381,126 37,199,368 $29,040,711,833
2020 2020-09-19 1,960,655,426 27,882,160 $46,125,458,597
2008 2008-08-23 9,493,841,808 24,922,896 $53,533,884,126
2015 2015-03-31 7,445,134,170 12,649,521 $68,046,020,239
2004 2004-03-13 9,907,063,827 97,252,214 $26,993,615,488
2016 2016-01-16 9,735,026,181 86,671,631 $643,588,938
2001 2001-10-19 5,922,913,190 79,221,563 $51,322,603,744
2013 2013-10-02 3,193,752,355 52,860,682 $38,582,248,405
2014 2014-04-13 4,484,070,248 60,474,548 $50,368,666,641
2011 2011-09-28 5,705,213,456 60,817,849 $13,879,905,625
2018 2018-05-25 6,019,040,005 68,297,290 $94,372,858,680
2017 2017-09-14 2,568,697,232 82,209,994 $74,552,502,241
2014 2014-10-24 520,684,748 64,470,282 $92,956,412,123
2021 2021-02-09 3,670,265,710 96,503,826 $42,136,840,867
2004 2004-08-06 7,329,595,746 84,195,365 $33,218,126,475
2012 2012-03-03 4,666,864,147 7,666,632 $3,383,689,334
2006 2006-03-21 1,608,030,883 41,708,756 $31,476,543,446
2015 2015-09-02 9,595,136,332 78,214,294 $66,856,239,186
2012 2012-12-15 1,561,857,245 2,705,839 $50,534,418,066
2016 2016-06-05 5,029,830,931 79,142,658 $13,263,548,439
2011 2011-02-11 9,293,757,314 52,316,132 $31,867,886,036
2009 2009-01-05 7,785,098,047 2,854,141 $80,613,544,931
2021 2021-07-06 377,204,317 98,902,533 $46,328,509,797
2019 2019-11-21 7,212,511,728 93,641,524 $65,750,415,555
2022 2022-03-03 4,905,248,097 88,308,605 $8,623,539,202
2009 2009-03-25 2,284,143,389 18,460,291 $47,112,552,027
2021 2021-06-07 4,953,519,754 52,560,563 $63,060,311,645
2006 2006-12-28 3,374,724,525 83,022,536 $26,805,953,064
2009 2009-08-27 6,114,039,976 64,658,560 $68,684,974,095
2020 2020-03-12 6,586,457,991 7,232,887 $24,494,638,750
2014 2014-12-04 7,326,340,916 92,594,145 $84,635,224,930
2004 2004-10-21 1,215,832,995 16,112,726 $75,603,343,248
2001 2001-03-04 4,285,310,299 61,557,285 $77,569,147,672
2022 2022-02-04 2,268,920,294 62,874,692 $38,903,341,531
2017 2017-12-20 5,263,922,169 35,269,991 $19,276,809,703
2019 2019-02-24 4,909,156,433 24,755,721 $15,446,999,709
2016 2016-07-23 576,249,050 62,227,651 $6,408,990,093
2004 2004-10-05 9,923,226,109 74,700,954 $94,694,694,103
2013 2013-10-10 5,185,697,943 26,195,433 $7,917,834,356
2002 2002-07-14 3,375,862,836 64,253,147 $77,488,111,992
2020 2020-04-30 3,850,374,287 76,486,045 $98,016,687,937
2004 2004-03-26 6,944,086,894 3,408,409 $81,998,073,901
2016 2016-09-21 236,706,871 59,784,125 $90,694,101,695
2020 2020-05-07 2,459,888,151 13,406,429 $87,766,044,059
2021 2021-12-03 8,572,192,981 65,126,660 $26,170,917,743
2009 2009-04-14 794,367,573 28,243,768 $78,243,361,427
2004 2004-06-01 9,985,002,654 71,905,265 $62,693,243,429
2006 2006-03-04 6,734,877,723 76,937,933 $89,750,462,222
2002 2002-04-11 8,591,607,112 24,264,528 $54,463,193,099
2001 2001-12-13 7,545,555,714 73,337,889 $88,881,395,616
2004 2004-06-08 8,045,205,093 27,412,034 $81,345,481,213
2023 2023-04-13 6,100,981,076 17,744,728 $2,307,401,250
2011 2011-10-04 4,368,537,419 87,396,447 $35,527,378,388
2015 2015-04-21 8,486,183,918 98,972,622 $29,249,500,293
2011 2011-05-07 1,996,754,011 96,978,442 $54,927,214,823
2021 2021-01-17 6,848,457,202 4,881,245 $73,777,624,379
2018 2018-12-19 5,190,709,755 32,533,993 $50,901,311,381
2017 2017-10-27 7,539,007,692 84,727,805 $40,821,718,728
2003 2003-07-12 9,175,749,106 25,053,681 $28,674,752,063
2001 2001-05-29 8,755,258,750 55,031,224 $65,116,032,902
2002 2002-12-26 4,305,677,069 57,817,835 $37,667,837,633
2004 2004-07-08 1,773,472,926 70,272,556 $67,612,182,928
2006 2006-08-10 6,048,797,133 43,487,488 $91,177,684,545
2009 2009-08-28 5,451,760,035 2,058,149 $59,967,503,863
2019 2019-09-18 2,398,614,969 74,396,671 $78,442,044,891
2011 2011-12-09 5,894,336,378 33,253,919 $89,310,805,315
2016 2016-11-16 3,141,629,205 93,327,786 $81,675,767,975
2006 2006-05-06 9,831,710,307 88,859,616 $3,996,873,392
2005 2005-07-29 3,273,777,900 87,637,113 $73,434,036,879
2006 2006-04-22 8,632,374,575 4,814,575 $92,800,545,676
2019 2019-08-30 2,011,393,419 7,731,781 $68,227,595,362
2008 2008-03-31 8,079,460,348 67,899,214 $65,529,475,627
2007 2007-12-02 9,281,621,108 28,788,097 $53,734,595,465
2023 2023-03-18 7,006,613,983 38,653,989 $36,914,713,266
2008 2008-06-23 4,874,407,620 28,629,108 $53,160,608,088
2010 2010-07-10 5,011,004,999 99,441,444 $59,149,979,689
2011 2011-11-20 7,114,217,114 82,656,445 $35,783,567,988
2013 2013-12-11 547,412,389 61,208,463 $53,935,955,606
2007 2007-10-28 4,243,168,970 84,730,674 $81,369,549,559
2013 2013-03-30 7,435,669,516 95,028,700 $89,930,778,126
2016 2016-05-05 2,338,678,551 64,984,153 $49,206,483,709
2015 2015-06-13 2,311,603,691 59,269,723 $87,502,440,853
2021 2021-06-10 5,077,307,832 58,406,790 $58,723,620,325
2004 2004-11-25 4,470,339,306 73,354,632 $260,700,945
2011 2011-03-31 4,263,000,718 79,910,797 $30,539,993,572
2008 2008-02-24 4,051,521,481 85,914,182 $23,736,447,740
2008 2008-08-09 5,460,222,507 72,022,132 $87,651,086,965
2021 2021-02-18 3,463,604,481 66,651,417 $62,909,669,242
2017 2017-06-21 860,427,234 3,985,378 $68,199,194,759
2011 2011-01-17 7,822,539,987 11,249,968 $29,316,268,825
2014 2014-08-25 2,956,262,763 29,798,180 $40,214,731,301
2017 2017-04-19 1,578,139,481 86,968,834 $23,697,097,711
2013 2013-01-12 2,009,012,028 59,486,131 $55,653,401,555
2018 2018-04-24 3,906,800,129 59,546,812 $10,028,319,949
2003 2003-08-25 7,077,017,817 80,707,784 $57,498,748,871
2019 2019-12-20 8,078,148,554 27,469,082 $69,128,844,059
2014 2014-11-02 7,676,843,303 61,999,113 $54,450,215,062
2010 2010-06-14 6,303,452,355 71,475,882 $49,152,292,889
2015 2015-03-27 7,881,126,210 7,406,628 $1,679,917,544
2006 2006-05-28 4,238,820,480 42,552,953 $53,039,631,810
2022 2022-03-20 3,874,254,514 2,949,866 $96,035,915,093
2018 2018-07-05 5,601,078,498 87,219,061 $29,774,419,887
2005 2005-01-07 1,808,311,886 11,859,480 $69,873,640,189
2003 2003-02-21 213,977,566 14,700,372 $38,026,843,386
2007 2007-03-02 1,785,224,264 40,970,971 $19,693,728,531
2007 2007-09-16 2,720,034,744 49,914,836 $98,197,875,112
2007 2007-09-23 6,437,958,773 74,455,555 $20,886,853,477
2019 2019-09-30 8,751,880,415 9,467,327 $63,492,853,386
2004 2004-11-18 7,674,021,410 87,767,520 $4,904,145,849
2001 2001-08-08 7,072,854,141 96,622,853 $93,721,329,407
2014 2014-12-29 3,333,127,715 90,373,260 $19,677,166,537
2005 2005-12-05 8,477,435,797 13,783,685 $23,093,210,807
2002 2002-11-06 7,804,431,065 5,297,751 $95,007,761,313
2001 2001-09-13 7,374,222,964 91,559,718 $63,306,011,441
2015 2015-01-18 2,458,511,397 84,005,838 $64,854,674,172
2017 2017-10-13 2,457,146,075 83,519,040 $30,700,977,826
2018 2018-10-27 6,232,630,528 33,291,002 $30,291,241,324
2016 2016-11-29 7,333,659,453 30,288,108 $5,594,365,687
2019 2019-08-05 8,318,356,925 73,618,486 $57,578,209,166
2008 2008-07-23 8,789,419,531 36,255,567 $18,733,303,563
2014 2014-04-30 1,269,898,961 96,899,273 $22,640,253,480
2016 2016-08-29 2,259,022,621 62,244,491 $21,441,691,848
2015 2015-09-06 4,384,583,685 38,984,145 $53,147,045,327
2014 2014-07-17 3,717,755,475 66,855,685 $85,802,275,671
2003 2003-08-09 8,972,915,881 27,616,073 $49,316,412,766
2017 2017-04-29 7,427,482,012 30,529,619 $88,236,650,026
2013 2013-11-26 2,260,828,392 97,283,082 $63,601,186,835
2018 2018-11-20 4,378,914,557 98,059,870 $79,257,396,043
2008 2008-09-13 1,837,623,821 93,010,368 $97,594,590,621
2023 2023-04-25 8,229,885,398 85,919,649 $57,173,441,856
2002 2002-05-06 2,543,985,692 50,192,674 $89,741,768,229
2002 2002-06-12 2,012,510,706 3,786,648 $25,899,616,635
2006 2006-03-13 3,857,023,311 83,605,083 $63,717,335,206
2014 2014-02-17 5,645,366,511 6,149,288 $74,689,138,548
2020 2020-02-18 7,915,082,216 28,895,542 $13,648,514,542
2010 2010-12-06 4,717,840,859 32,289,921 $71,187,519,005
2005 2005-12-21 6,620,109,605 13,720,215 $73,818,369,576
2016 2016-12-31 6,468,913,347 33,413,277 $34,411,909,915
2011 2011-02-19 5,385,477,020 87,522,905 $98,302,491,876
2002 2002-03-03 3,404,032,258 6,261,233 $12,341,933,284
2002 2002-06-29 1,346,955,345 82,545,379 $9,836,662,035
2020 2020-08-02 2,046,495,494 37,917,599 $64,610,599,676
2017 2017-02-25 9,037,475,415 98,969,956 $13,193,899,979
2017 2017-07-09 7,723,728,704 30,366,849 $25,008,776,181
2004 2004-12-18 1,374,502,800 38,149,870 $51,814,297,171
2006 2006-03-19 2,835,865,689 74,443,075 $50,593,081,909
2004 2004-04-20 1,269,269,038 77,812,327 $81,748,881,277
2002 2002-04-22 6,469,728,496 93,632,143 $22,764,659,455
2013 2013-02-06 8,075,767,053 14,619,739 $14,976,763,901
2002 2002-12-24 1,027,079,602 98,980,317 $52,839,064,003
2013 2013-08-03 7,068,234,055 33,790,345 $82,181,305,124
2002 2002-08-02 3,956,288,387 2,393,294 $69,987,356,122
2014 2014-12-24 3,329,060,648 46,699,997 $24,944,814,977
2015 2015-08-19 5,235,831,935 90,351,260 $44,960,803,429
2021 2021-04-29 9,801,383,838 25,035,920 $28,322,644,322
2006 2006-10-15 9,396,841,395 84,191,765 $27,694,080,129
2015 2015-04-20 1,624,705,630 9,659,145 $86,598,217,853
2009 2009-04-18 7,982,324,470 25,681,340 $24,374,340,156
2021 2021-12-28 96,622,623 7,109,772 $78,925,264,861
2001 2001-09-11 3,161,871,204 88,124,723 $39,271,900,230
2001 2001-06-26 9,791,193,199 22,350,370 $64,718,161,399
2012 2012-02-19 359,742,438 4,909,663 $31,852,333,718
2011 2011-11-18 1,349,540,870 98,179,769 $42,749,045,114
2005 2005-11-12 1,127,058,193 51,709,589 $90,411,428,489
2004 2004-04-29 3,138,100,192 7,345,207 $38,432,012,044
2009 2009-05-17 3,385,892,773 4,554,104 $26,466,852,987
2002 2002-04-03 7,022,624,866 42,983,313 $96,854,775,926
2007 2007-06-20 7,634,544,453 41,636,974 $89,450,871,905
2004 2004-02-23 6,324,151,891 55,567,697 $59,387,999,252
2004 2004-02-18 5,047,796,475 13,835,888 $5,787,175,092
2007 2007-06-21 1,368,557,107 81,959,453 $16,841,501,362
2010 2010-11-03 7,537,770,030 48,118,590 $81,307,653,009
2006 2006-03-06 1,491,301,359 83,282,157 $72,588,008,578
2017 2017-01-16 5,733,615,584 20,952,224 $37,505,984,491
2008 2008-05-05 577,431,643 7,981,122 $78,440,144,478
2009 2009-10-16 8,309,564,917 16,573,913 $27,523,835,667
2020 2020-03-11 2,593,377,176 71,565,534 $15,558,507,026
2017 2017-08-07 3,715,617,795 14,716,129 $46,602,958,889
2012 2012-05-27 2,674,982,677 49,056,931 $62,642,528,228
2012 2012-06-16 3,238,079,957 79,108,185 $93,622,837,967
2001 2001-11-24 7,891,053,068 82,120,137 $39,406,701,350
2013 2013-03-29 1,131,629,604 96,551,155 $76,099,413,261
2020 2020-01-23 8,334,774,724 41,424,633 $28,810,100,765
2010 2010-10-15 4,401,393,599 20,123,371 $14,519,831,381
2011 2011-07-07 5,496,918,020 41,813,286 $21,058,198,802
2002 2002-03-17 7,943,577,250 89,313,323 $85,290,807,347
2020 2020-04-09 6,963,671,077 13,915,141 $43,982,937,415
2013 2013-12-31 4,622,251,539 34,783,519 $42,505,497,837
2018 2018-02-02 805,612,547 65,858,613 $55,823,117,984
2014 2014-08-04 5,741,030,715 70,260,910 $94,147,921,223
2010 2010-09-15 7,508,432,140 57,223,134 $99,679,554,596
2001 2001-05-18 5,258,388,354 36,150,514 $85,660,779,464
2014 2014-05-28 1,684,607,653 26,193,325 $5,931,272,428
2021 2021-10-13 7,092,409,075 57,915,647 $76,774,159,849
2011 2011-03-29 2,452,838,756 79,975,043 $94,847,678,661
2023 2023-02-03 50,817,867 78,443,403 $15,951,951,928
2016 2016-10-05 8,992,113,848 41,193,021 $87,543,327,301
2016 2016-12-15 7,833,735,464 49,306,927 $46,829,050,809
2010 2010-07-20 1,154,953,438 9,814,108 $98,229,293,710
2002 2002-08-15 8,287,233,396 83,633,799 $98,100,573,983
2010 2010-09-11 8,073,276,124 56,233,988 $81,907,553,045
2019 2019-11-20 684,086,638 8,092,304 $31,954,875,520
2005 2005-09-10 5,366,141,213 98,206,391 $21,536,714,154
2012 2012-10-11 2,121,204,540 71,984,898 $66,817,800,462
2004 2004-05-03 3,237,378,095 23,213,388 $26,705,800,773
2018 2018-04-02 6,132,335,713 74,160,003 $36,525,773,831
2023 2023-03-11 3,195,489,822 9,374,873 $10,834,016,935
2005 2005-03-28 934,736,790 54,416,560 $43,858,065,339
2021 2021-05-14 1,042,971,288 26,043,024 $78,396,643,452
2011 2011-02-06 1,643,694,746 72,257,620 $12,197,843,289
2012 2012-06-05 3,264,487,621 91,025,579 $68,361,560,146
2009 2009-02-28 8,754,447,503 41,330,768 $40,609,387,224
2021 2021-10-15 1,982,937,491 2,924,362 $13,475,135,254
2008 2008-11-27 5,593,640,375 31,895,620 $11,944,183,136
2005 2005-10-23 413,734,222 46,706,711 $97,949,941,142
2016 2016-11-23 342,742,779 75,044,814 $62,860,024,585
2007 2007-10-05 3,992,187,283 48,377,361 $87,871,633,991
2011 2011-03-28 3,586,074,108 78,757,155 $54,791,361,417
2008 2008-06-09 4,440,565,653 50,431,406 $58,461,214,123
2011 2011-12-01 4,215,233,379 18,534,045 $80,810,530,938
2003 2003-04-11 8,351,016,339 66,599,617 $61,323,210,472
2011 2011-08-16 5,725,949,235 77,074,362 $41,984,649,039
2022 2022-08-05 6,065,944,590 79,526,433 $53,502,886,074
2011 2011-05-15 2,785,478,028 75,520,606 $7,834,253,520
2007 2007-08-11 742,056,889 94,847,062 $2,887,158,886
2016 2016-11-08 6,470,809,419 79,573,139 $60,685,994,720
2007 2007-05-10 9,428,982,023 21,777,607 $87,992,628,781
2007 2007-11-05 8,367,382,780 95,284,850 $97,507,547,070
2014 2014-08-20 1,285,538,292 29,881,456 $52,702,522,843
2017 2017-07-05 7,035,927,134 67,264,099 $77,511,438,193
2008 2008-12-07 6,844,640,277 8,921,556 $6,701,454,638
2015 2015-04-09 504,997,038 61,516,759 $79,314,025,893
2008 2008-07-06 6,072,043,679 33,007,097 $61,905,001,889
2010 2010-08-05 3,971,009,713 53,941,102 $62,895,943,332
2013 2013-01-16 5,483,808,176 14,767,516 $14,612,699,113
2017 2017-07-23 3,622,670,920 37,476,336 $63,697,534,561
2010 2010-06-02 1,142,703,284 31,194,089 $7,178,277,683
2013 2013-12-02 8,097,392,930 89,611,290 $40,640,546,507
2009 2009-05-22 4,750,264,399 23,847,458 $22,725,325,521
2016 2016-01-08 4,721,463,859 68,101,539 $64,426,891,948
2021 2021-04-15 1,032,907,169 5,316,119 $73,870,509,087
2010 2010-02-16 5,393,999,563 96,330,701 $2,126,300,841
2005 2005-06-06 327,785,549 10,490,189 $41,033,088,995
2017 2017-03-22 5,269,737,848 63,462,326 $20,684,485,749
2017 2017-05-14 6,382,331,371 69,118,849 $46,465,076,316
2011 2011-06-24 6,459,429,319 30,607,259 $44,416,662,134
2012 2012-08-02 7,693,805,089 16,141,492 $22,438,865,953
2013 2013-08-05 5,390,783,143 8,230,149 $30,784,383,827
2007 2007-06-04 4,431,487,372 83,343,126 $58,950,494,063
2015 2015-10-08 3,171,988,240 94,746,040 $882,814,285
2016 2016-01-12 6,207,382,680 22,047,829 $37,565,750,290
2002 2002-04-08 5,008,480,526 77,385,085 $78,140,679,698
2021 2021-12-25 710,329,921 59,180,921 $46,814,793,845
2020 2020-12-07 3,421,828,149 5,862,124 $47,019,000,840
2022 2022-08-17 9,953,619,121 8,486,576 $38,011,472,720
2002 2002-03-30 6,993,387,012 47,235,213 $43,817,446,988
2005 2005-07-12 1,290,243,320 47,363,576 $7,361,647,532
2005 2005-12-20 9,887,158,857 9,930,854 $27,692,194,048
2010 2010-06-08 187,468,213 1,921,265 $92,326,313,996
2002 2002-12-22 8,361,635,854 30,833,704 $34,525,275,247
2013 2013-08-01 4,250,439,990 36,707,453 $70,754,316,706
2011 2011-05-03 3,352,576,974 9,756,499 $33,018,194,729
2017 2017-08-08 6,468,070,712 64,849,801 $20,822,244,603
2022 2022-08-27 1,734,339,091 46,542,525 $80,369,026,256
2019 2019-08-15 1,682,530,642 6,191,136 $83,336,289,271
2019 2019-01-10 6,492,885,053 21,965,353 $77,870,294,244
2014 2014-07-09 6,780,715,594 21,433,685 $95,397,754,411
2016 2016-05-15 893,760,133 51,748,652 $83,277,508,766
2011 2011-10-01 8,151,317,800 48,887,886 $64,672,447,221
2016 2016-12-13 3,229,447,167 93,420,883 $6,314,146,954
2019 2019-11-26 4,165,748,200 72,360,594 $91,254,423,973
2008 2008-01-22 758,722,369 59,369,862 $78,328,328,977
2021 2021-11-09 8,041,280,366 23,074,143 $6,817,091,757
2002 2002-08-18 2,696,828,221 40,674,291 $18,191,674,628
2009 2009-09-08 6,504,657,272 38,748,303 $17,554,343,422
2013 2013-12-19 9,500,599,558 62,544,274 $73,787,284,549
2004 2004-07-04 4,883,267,084 39,134,478 $24,554,644,189
2002 2002-08-08 6,595,228,339 8,602,420 $48,133,202,400
2006 2006-03-18 8,031,166,702 93,014,625 $56,517,221,560
2019 2019-06-01 6,270,666,210 74,716,253 $6,630,133,781
